trade_no,entry_time,exit_time,direction,entry_price,exit_price,ideal_exit,pnl_pct,pnl_usd,fee_usd,slip_usd,equity,leverage_pnl,cum_pnl,return_pct,dd_pct,month
151,2025-06-19 12:30:00,2025-06-19 12:30:00,LONG,2523.48,2528.19,2528.69,0.187,6.03,4.53,0.51,1893.63,0.56%,1207.47,175.96,9.14,2025-06
152,2025-06-19 17:30:00,2025-06-19 17:30:00,SHORT,2528.19,2503.0,2502.5,0.996,52.06,4.54,0.5,1945.68,2.99%,1259.53,183.54,6.64,2025-06
153,2025-06-19 19:00:00,2025-06-19 19:00:00,LONG,2503.0,2497.53,2498.03,-0.218,-17.42,4.67,0.5,1928.26,-0.66%,1242.11,181.01,7.48,2025-06
154,2025-06-19 20:00:00,2025-06-19 20:00:00,SHORT,2497.53,2510.5,2509.99,-0.519,-34.66,4.63,0.5,1893.6,-1.56%,1207.45,175.95,9.14,2025-06
155,2025-06-19 20:30:00,2025-06-19 20:30:00,LONG,2510.5,2504.53,2505.03,-0.238,-18.04,4.54,0.5,1875.56,-0.71%,1189.41,173.33,10.0,2025-06
156,2025-06-19 22:00:00,2025-06-19 22:00:00,SHORT,2504.53,2516.28,2515.78,-0.469,-30.89,4.5,0.5,1844.67,-1.41%,1158.52,168.82,11.49,2025-06
157,2025-06-20 02:30:00,2025-06-20 02:30:00,LONG,2516.28,2517.33,2517.83,0.042,-2.12,4.43,0.5,1842.54,0.12%,1156.4,168.51,11.59,2025-06
158,2025-06-20 03:15:00,2025-06-20 03:15:00,SHORT,2517.33,2520.51,2520.01,-0.127,-11.42,4.42,0.5,1831.12,-0.38%,1144.98,166.85,12.14,2025-06
159,2025-06-20 04:15:00,2025-06-20 04:15:00,LONG,2520.51,2514.94,2515.44,-0.221,-16.54,4.39,0.5,1814.59,-0.66%,1128.44,164.44,12.93,2025-06
160,2025-06-20 06:00:00,2025-06-20 06:00:00,SHORT,2514.94,2520.64,2520.13,-0.226,-16.68,4.36,0.5,1797.9,-0.68%,1111.76,162.01,13.73,2025-06
161,2025-06-20 13:45:00,2025-06-20 13:45:00,LONG,2520.64,2542.39,2542.9,0.863,42.24,4.31,0.51,1840.14,2.59%,1154.0,168.16,11.7,2025-06
162,2025-06-21 08:45:00,2025-06-21 08:45:00,SHORT,2542.39,2432.44,2431.95,4.325,234.33,4.42,0.49,2074.47,12.97%,1388.33,202.31,0.46,2025-06
163,2025-06-21 13:30:00,2025-06-21 13:30:00,LONG,2432.44,2437.77,2438.25,0.219,8.65,4.98,0.49,2083.12,0.66%,1396.98,203.57,0.04,2025-06
164,2025-06-22 22:00:00,2025-06-22 22:00:00,SHORT,2437.77,2194.3,2193.86,9.987,619.14,5.0,0.44,2702.26,29.96%,2016.12,293.8,0.0,2025-06
165,2025-06-23 10:30:00,2025-06-23 10:30:00,LONG,2194.3,2238.55,2239.0,2.016,156.98,6.49,0.45,2859.24,6.05%,2173.1,316.68,0.0,2025-06
166,2025-06-23 10:45:00,2025-06-23 10:45:00,SHORT,2238.55,2245.77,2245.32,-0.323,-34.54,6.86,0.45,2824.7,-0.97%,2138.56,311.64,1.21,2025-06
167,2025-06-23 16:00:00,2025-06-23 16:00:00,LONG,2245.77,2234.99,2235.43,-0.48,-47.47,6.78,0.45,2777.22,-1.44%,2091.09,304.72,2.87,2025-06
168,2025-06-23 17:15:00,2025-06-23 17:15:00,SHORT,2234.99,2268.5,2268.04,-1.499,-131.58,6.67,0.45,2645.64,-4.5%,1959.51,285.55,7.47,2025-06
169,2025-06-24 23:00:00,2025-06-24 23:00:00,LONG,2268.5,2435.51,2435.99,7.362,577.98,6.35,0.49,3223.62,22.09%,2537.49,369.78,0.0,2025-06
170,2025-06-24 23:30:00,2025-06-24 23:30:00,SHORT,2435.51,2442.8,2442.32,-0.3,-36.72,7.74,0.49,3186.89,-0.9%,2500.77,364.43,1.14,2025-06
171,2025-06-25 04:00:00,2025-06-25 04:00:00,LONG,2442.8,2437.07,2437.56,-0.235,-30.09,7.65,0.49,3156.8,-0.7%,2470.68,360.04,2.07,2025-06
172,2025-06-25 06:15:00,2025-06-25 06:15:00,SHORT,2437.07,2443.19,2442.7,-0.251,-31.35,7.58,0.49,3125.46,-0.75%,2439.33,355.47,3.05,2025-06
173,2025-06-25 08:15:00,2025-06-25 08:15:00,LONG,2443.19,2436.3,2436.79,-0.282,-33.92,7.5,0.49,3091.54,-0.85%,2405.41,350.53,4.1,2025-06
174,2025-06-25 09:00:00,2025-06-25 09:00:00,SHORT,2436.3,2447.06,2446.57,-0.441,-48.35,7.42,0.49,3043.19,-1.32%,2357.06,343.48,5.6,2025-06
175,2025-06-25 09:30:00,2025-06-25 09:30:00,LONG,2447.06,2432.96,2433.45,-0.576,-59.89,7.3,0.49,2983.3,-1.73%,2297.17,334.76,7.45,2025-06
176,2025-06-25 13:00:00,2025-06-25 13:00:00,SHORT,2432.96,2435.54,2435.05,-0.106,-16.64,7.16,0.49,2966.66,-0.32%,2280.53,332.33,7.97,2025-06
177,2025-06-25 14:15:00,2025-06-25 14:15:00,LONG,2435.54,2417.62,2418.11,-0.736,-72.58,7.12,0.48,2894.08,-2.21%,2207.95,321.75,10.22,2025-06
178,2025-06-25 19:00:00,2025-06-25 19:00:00,SHORT,2417.62,2425.65,2425.17,-0.332,-35.78,6.95,0.49,2858.29,-1.0%,2172.17,316.54,11.33,2025-06
179,2025-06-25 22:00:00,2025-06-25 22:00:00,LONG,2425.65,2420.14,2420.63,-0.227,-26.35,6.86,0.48,2831.95,-0.68%,2145.82,312.7,12.15,2025-06
180,2025-06-26 00:30:00,2025-06-26 00:30:00,SHORT,2420.14,2425.9,2425.42,-0.238,-27.02,6.8,0.49,2804.93,-0.71%,2118.8,308.76,12.99,2025-06
181,2025-06-26 09:45:00,2025-06-26 09:45:00,LONG,2425.9,2462.12,2462.61,1.493,118.89,6.73,0.49,2923.82,4.48%,2237.69,326.09,9.3,2025-06
182,2025-06-26 20:30:00,2025-06-26 20:30:00,SHORT,2462.12,2450.83,2450.34,0.458,33.19,7.02,0.49,2957.01,1.38%,2270.88,330.93,8.27,2025-06
183,2025-06-26 21:00:00,2025-06-26 21:00:00,LONG,2450.83,2436.29,2436.78,-0.593,-59.73,7.1,0.49,2897.28,-1.78%,2211.15,322.22,10.12,2025-06
184,2025-06-27 02:45:00,2025-06-27 02:45:00,SHORT,2436.29,2440.35,2439.87,-0.167,-21.45,6.95,0.49,2875.83,-0.5%,2189.7,319.1,10.79,2025-06
185,2025-06-27 12:30:00,2025-06-27 12:30:00,LONG,2440.35,2447.06,2447.55,0.275,16.82,6.9,0.49,2892.65,0.82%,2206.52,321.55,10.27,2025-06
186,2025-06-27 15:30:00,2025-06-27 15:30:00,SHORT,2447.06,2437.93,2437.44,0.373,25.47,6.94,0.49,2918.11,1.12%,2231.99,325.26,9.48,2025-06
187,2025-06-27 17:00:00,2025-06-27 17:00:00,LONG,2437.93,2426.86,2427.35,-0.454,-46.73,7.0,0.49,2871.38,-1.36%,2185.26,318.45,10.93,2025-06
188,2025-06-27 21:15:00,2025-06-27 21:15:00,SHORT,2426.86,2427.52,2427.03,-0.027,-9.22,6.89,0.49,2862.17,-0.08%,2176.04,317.1,11.21,2025-06
189,2025-06-27 21:30:00,2025-06-27 21:30:00,LONG,2427.52,2422.1,2422.59,-0.223,-26.02,6.87,0.48,2836.15,-0.67%,2150.02,313.31,12.02,2025-06
190,2025-06-28 02:15:00,2025-06-28 02:15:00,SHORT,2422.1,2420.4,2419.91,0.07,-0.81,6.81,0.48,2835.33,0.21%,2149.21,313.19,12.05,2025-06
191,2025-06-28 05:30:00,2025-06-28 05:30:00,LONG,2420.4,2420.55,2421.03,0.006,-6.27,6.8,0.48,2829.06,0.02%,2142.94,312.28,12.24,2025-06
192,2025-06-28 06:00:00,2025-06-28 06:00:00,SHORT,2420.55,2426.87,2426.38,-0.261,-28.94,6.79,0.49,2800.11,-0.78%,2114.0,308.06,13.14,2025-06
193,2025-06-28 08:00:00,2025-06-28 08:00:00,LONG,2426.87,2428.15,2428.64,0.053,-2.27,6.72,0.49,2797.85,0.16%,2111.73,307.73,13.21,2025-06
194,2025-06-28 09:30:00,2025-06-28 09:30:00,SHORT,2428.15,2427.46,2426.98,0.028,-4.33,6.71,0.49,2793.52,0.09%,2107.4,307.1,13.34,2025-06
195,2025-06-28 12:15:00,2025-06-28 12:15:00,LONG,2427.46,2424.19,2424.68,-0.135,-17.99,6.7,0.48,2775.53,-0.4%,2089.41,304.48,13.9,2025-06
196,2025-06-28 12:30:00,2025-06-28 12:30:00,SHORT,2424.19,2426.51,2426.02,-0.095,-14.61,6.66,0.49,2760.92,-0.29%,2074.8,302.35,14.35,2025-06
197,2025-06-28 13:15:00,2025-06-28 13:15:00,LONG,2426.51,2424.29,2424.78,-0.091,-14.19,6.63,0.48,2746.73,-0.27%,2060.61,300.28,14.79,2025-06
198,2025-06-28 14:00:00,2025-06-28 14:00:00,SHORT,2424.29,2425.87,2425.38,-0.065,-11.95,6.59,0.49,2734.77,-0.2%,2048.66,298.54,15.16,2025-06
199,2025-06-28 20:45:00,2025-06-28 20:45:00,LONG,2425.87,2429.63,2430.12,0.155,6.16,6.56,0.49,2740.93,0.47%,2054.82,299.44,14.97,2025-06
200,2025-06-28 21:30:00,2025-06-28 21:30:00,SHORT,2429.63,2434.99,2434.51,-0.221,-24.73,6.58,0.49,2716.2,-0.66%,2030.09,295.83,15.74,2025-06
201,2025-06-29 01:30:00,2025-06-29 01:30:00,LONG,2434.99,2429.54,2430.03,-0.224,-24.77,6.52,0.49,2691.43,-0.67%,2005.32,292.22,16.51,2025-06
202,2025-06-29 05:45:00,2025-06-29 05:45:00,SHORT,2429.54,2433.55,2433.07,-0.165,-19.79,6.46,0.49,2671.64,-0.5%,1985.53,289.34,17.12,2025-06
203,2025-06-29 14:30:00,2025-06-29 14:30:00,LONG,2433.55,2442.1,2442.59,0.351,21.76,6.41,0.49,2693.4,1.05%,2007.29,292.51,16.45,2025-06
204,2025-06-29 22:00:00,2025-06-29 22:00:00,SHORT,2442.1,2439.59,2439.1,0.103,1.87,6.46,0.49,2695.27,0.31%,2009.16,292.78,16.39,2025-06
205,2025-06-30 06:30:00,2025-06-30 06:30:00,LONG,2439.59,2494.2,2494.7,2.239,174.55,6.47,0.5,2869.82,6.72%,2183.71,318.22,10.98,2025-06
206,2025-06-30 13:15:00,2025-06-30 13:15:00,SHORT,2494.2,2468.99,2468.5,1.011,80.13,6.89,0.49,2949.96,3.03%,2263.84,329.9,8.49,2025-06
207,2025-06-30 13:30:00,2025-06-30 13:30:00,LONG,2468.99,2467.51,2468.0,-0.06,-12.41,7.08,0.49,2937.54,-0.18%,2251.43,328.09,8.87,2025-06
208,2025-06-30 15:45:00,2025-06-30 15:45:00,SHORT,2467.51,2476.81,2476.31,-0.377,-40.28,7.05,0.5,2897.27,-1.13%,2211.15,322.22,10.12,2025-06
209,2025-06-30 16:15:00,2025-06-30 16:15:00,LONG,2476.81,2463.98,2464.48,-0.518,-51.96,6.95,0.49,2845.31,-1.55%,2159.19,314.65,11.74,2025-06
210,2025-06-30 17:30:00,2025-06-30 17:30:00,SHORT,2463.98,2490.11,2489.61,-1.06,-97.33,6.83,0.5,2747.98,-3.18%,2061.86,300.46,14.75,2025-06
211,2025-06-30 23:45:00,2025-06-30 23:45:00,LONG,2490.11,2485.51,2486.01,-0.184,-21.8,6.6,0.5,2726.18,-0.55%,2040.06,297.29,15.43,2025-06
212,2025-07-01 00:00:00,2025-07-01 00:00:00,SHORT,2485.51,2490.26,2489.76,-0.191,-22.16,6.54,0.5,2704.02,-0.57%,2017.9,294.06,16.12,2025-07
213,2025-07-01 00:15:00,2025-07-01 00:15:00,LONG,2490.26,2487.81,2488.3,-0.099,-14.48,6.49,0.5,2689.54,-0.3%,2003.42,291.95,16.57,2025-07
214,2025-07-01 01:30:00,2025-07-01 01:30:00,SHORT,2487.81,2500.4,2499.9,-0.506,-47.3,6.45,0.5,2642.24,-1.52%,1956.12,285.05,18.04,2025-07
215,2025-07-01 02:30:00,2025-07-01 02:30:00,LONG,2500.4,2488.67,2489.17,-0.469,-43.53,6.34,0.5,2598.7,-1.41%,1912.59,278.71,19.39,2025-07
216,2025-07-02 03:00:00,2025-07-02 03:00:00,SHORT,2488.67,2423.3,2422.81,2.627,198.55,6.24,0.48,2797.26,7.88%,2111.14,307.65,13.23,2025-07
217,2025-07-02 12:30:00,2025-07-02 12:30:00,LONG,2423.3,2437.76,2438.25,0.597,43.38,6.71,0.49,2840.64,1.79%,2154.52,313.97,11.88,2025-07
218,2025-07-02 13:00:00,2025-07-02 13:00:00,SHORT,2437.76,2444.17,2443.69,-0.263,-29.23,6.82,0.49,2811.41,-0.79%,2125.29,309.71,12.79,2025-07
219,2025-07-03 15:00:00,2025-07-03 15:00:00,LONG,2444.17,2580.67,2581.19,5.585,464.27,6.75,0.52,3275.68,16.75%,2589.56,377.37,0.0,2025-07
220,2025-07-03 18:15:00,2025-07-03 18:15:00,SHORT,2580.67,2584.14,2583.63,-0.135,-21.08,7.86,0.52,3254.59,-0.4%,2568.48,374.29,0.64,2025-07
221,2025-07-03 23:15:00,2025-07-03 23:15:00,LONG,2584.14,2587.75,2588.27,0.139,5.81,7.81,0.52,3260.4,0.42%,2574.29,375.14,0.47,2025-07
222,2025-07-04 00:30:00,2025-07-04 00:30:00,SHORT,2587.75,2594.92,2594.4,-0.277,-34.92,7.82,0.52,3225.48,-0.83%,2539.37,370.05,1.53,2025-07
223,2025-07-04 00:45:00,2025-07-04 00:45:00,LONG,2594.92,2591.46,2591.98,-0.133,-20.64,7.74,0.52,3204.84,-0.4%,2518.73,367.04,2.16,2025-07
224,2025-07-04 01:00:00,2025-07-04 01:00:00,SHORT,2591.46,2594.98,2594.46,-0.136,-20.74,7.69,0.52,3184.1,-0.41%,2497.99,364.02,2.8,2025-07
225,2025-07-04 01:30:00,2025-07-04 01:30:00,LONG,2594.98,2588.28,2588.8,-0.258,-32.27,7.64,0.52,3151.83,-0.77%,2465.72,359.32,3.78,2025-07
226,2025-07-04 22:15:00,2025-07-04 22:15:00,SHORT,2588.28,2508.42,2507.92,3.086,284.2,7.56,0.5,3436.03,9.26%,2749.92,400.73,0.0,2025-07
227,2025-07-04 23:30:00,2025-07-04 23:30:00,LONG,2508.42,2505.47,2505.97,-0.118,-20.38,8.25,0.5,3415.65,-0.35%,2729.54,397.76,0.59,2025-07
228,2025-07-05 00:00:00,2025-07-05 00:00:00,SHORT,2505.47,2513.09,2512.59,-0.304,-39.38,8.2,0.5,3376.27,-0.91%,2690.16,392.02,1.74,2025-07
229,2025-07-05 01:00:00,2025-07-05 01:00:00,LONG,2513.09,2512.41,2512.91,-0.027,-10.83,8.1,0.5,3365.44,-0.08%,2679.33,390.45,2.05,2025-07
230,2025-07-05 01:30:00,2025-07-05 01:30:00,SHORT,2512.41,2514.06,2513.56,-0.066,-14.7,8.08,0.5,3350.74,-0.2%,2664.63,388.3,2.48,2025-07
231,2025-07-05 02:15:00,2025-07-05 02:15:00,LONG,2514.06,2507.07,2507.57,-0.278,-35.99,8.04,0.5,3314.75,-0.83%,2628.64,383.06,3.53,2025-07
232,2025-07-05 02:30:00,2025-07-05 02:30:00,SHORT,2507.07,2512.17,2511.67,-0.204,-28.2,7.96,0.5,3286.55,-0.61%,2600.44,378.95,4.35,2025-07
233,2025-07-05 08:30:00,2025-07-05 08:30:00,LONG,2512.17,2516.28,2516.78,0.164,8.24,7.89,0.5,3294.79,0.49%,2608.68,380.15,4.11,2025-07
234,2025-07-05 09:45:00,2025-07-05 09:45:00,SHORT,2516.28,2518.41,2517.91,-0.085,-16.28,7.91,0.5,3278.51,-0.25%,2592.4,377.78,4.58,2025-07
235,2025-07-05 12:00:00,2025-07-05 12:00:00,LONG,2518.41,2514.32,2514.83,-0.162,-23.84,7.87,0.5,3254.68,-0.49%,2568.56,374.3,5.28,2025-07
236,2025-07-05 13:15:00,2025-07-05 13:15:00,SHORT,2514.32,2522.07,2521.56,-0.308,-37.88,7.81,0.5,3216.8,-0.92%,2530.68,368.78,6.38,2025-07
237,2025-07-05 13:30:00,2025-07-05 13:30:00,LONG,2522.07,2516.13,2516.63,-0.235,-30.44,7.72,0.5,3186.35,-0.71%,2500.24,364.35,7.27,2025-07
238,2025-07-05 21:15:00,2025-07-05 21:15:00,SHORT,2516.13,2512.11,2511.61,0.16,7.61,7.65,0.5,3193.96,0.48%,2507.85,365.46,7.05,2025-07
239,2025-07-06 03:15:00,2025-07-06 03:15:00,LONG,2512.11,2510.96,2511.46,-0.046,-12.06,7.67,0.5,3181.9,-0.14%,2495.79,363.7,7.4,2025-07
240,2025-07-06 03:45:00,2025-07-06 03:45:00,SHORT,2510.96,2514.93,2514.43,-0.158,-22.75,7.64,0.5,3159.15,-0.47%,2473.04,360.38,8.06,2025-07
241,2025-07-06 04:15:00,2025-07-06 04:15:00,LONG,2514.93,2514.01,2514.52,-0.037,-11.05,7.58,0.5,3148.1,-0.11%,2461.99,358.77,8.38,2025-07
242,2025-07-06 06:00:00,2025-07-06 06:00:00,SHORT,2514.01,2513.05,2512.55,0.038,-3.94,7.56,0.5,3144.16,0.11%,2458.05,358.2,8.49,2025-07
243,2025-07-06 08:00:00,2025-07-06 08:00:00,LONG,2513.05,2514.65,2515.15,0.063,-1.56,7.55,0.5,3142.6,0.19%,2456.49,357.97,8.54,2025-07
244,2025-07-06 09:30:00,2025-07-06 09:30:00,SHORT,2514.65,2518.16,2517.65,-0.14,-20.71,7.54,0.5,3121.89,-0.42%,2435.78,354.95,9.14,2025-07
245,2025-07-06 09:45:00,2025-07-06 09:45:00,LONG,2518.16,2511.72,2512.22,-0.256,-31.44,7.49,0.5,3090.46,-0.77%,2404.34,350.37,10.06,2025-07
246,2025-07-06 11:45:00,2025-07-06 11:45:00,SHORT,2511.72,2516.1,2515.6,-0.174,-23.58,7.42,0.5,3066.88,-0.52%,2380.76,346.94,10.74,2025-07
247,2025-07-06 18:30:00,2025-07-06 18:30:00,LONG,2516.1,2530.99,2531.5,0.592,47.09,7.36,0.51,3113.96,1.78%,2427.85,353.8,9.37,2025-07
248,2025-07-06 19:00:00,2025-07-06 19:00:00,SHORT,2530.99,2538.38,2537.87,-0.292,-34.74,7.47,0.51,3079.22,-0.88%,2393.11,348.74,10.38,2025-07
249,2025-07-07 10:00:00,2025-07-07 10:00:00,LONG,2538.38,2566.31,2566.83,1.101,94.27,7.39,0.51,3173.49,3.3%,2487.38,362.47,7.64,2025-07
250,2025-07-07 13:45:00,2025-07-07 13:45:00,SHORT,2566.31,2564.81,2564.3,0.058,-2.05,7.62,0.51,3171.44,0.18%,2485.33,362.17,7.7,2025-07
251,2025-07-07 14:00:00,2025-07-07 14:00:00,LONG,2564.81,2554.6,2555.12,-0.398,-45.48,7.61,0.51,3125.96,-1.19%,2439.85,355.55,9.02,2025-07
252,2025-07-07 19:15:00,2025-07-07 19:15:00,SHORT,2554.6,2552.69,2552.18,0.075,-0.47,7.5,0.51,3125.5,0.23%,2439.38,355.48,9.04,2025-07
253,2025-07-07 20:00:00,2025-07-07 20:00:00,LONG,2552.69,2535.31,2535.82,-0.681,-71.32,7.5,0.51,3054.18,-2.04%,2368.06,345.09,11.11,2025-07
254,2025-07-08 00:00:00,2025-07-08 00:00:00,SHORT,2535.31,2546.2,2545.69,-0.429,-46.66,7.33,0.51,3007.52,-1.29%,2321.4,338.29,12.47,2025-07
255,2025-07-08 00:45:00,2025-07-08 00:45:00,LONG,2546.2,2547.31,2547.82,0.044,-3.29,7.22,0.51,3004.23,0.13%,2318.11,337.81,12.57,2025-07
256,2025-07-08 04:30:00,2025-07-08 04:30:00,SHORT,2547.31,2539.93,2539.43,0.289,18.88,7.21,0.51,3023.11,0.87%,2336.99,340.56,12.02,2025-07
257,2025-07-09 03:00:00,2025-07-09 03:00:00,LONG,2539.93,2597.79,2598.31,2.278,199.33,7.26,0.52,3222.44,6.83%,2536.32,369.61,6.22,2025-07
258,2025-07-09 04:30:00,2025-07-09 04:30:00,SHORT,2597.79,2599.96,2599.44,-0.084,-15.83,7.73,0.52,3206.61,-0.25%,2520.49,367.3,6.68,2025-07
259,2025-07-09 09:00:00,2025-07-09 09:00:00,LONG,2599.96,2606.9,2607.42,0.267,17.97,7.7,0.52,3224.58,0.8%,2538.46,369.92,6.15,2025-07
260,2025-07-09 09:15:00,2025-07-09 09:15:00,SHORT,2606.9,2612.8,2612.27,-0.226,-29.61,7.74,0.52,3194.97,-0.68%,2508.85,365.6,7.02,2025-07
261,2025-07-10 12:00:00,2025-07-10 12:00:00,LONG,2612.8,2773.43,2773.99,6.148,581.62,7.67,0.55,3776.59,18.44%,3090.47,450.36,0.0,2025-07
262,2025-07-10 12:15:00,2025-07-10 12:15:00,SHORT,2773.43,2774.62,2774.06,-0.043,-13.92,9.06,0.55,3762.67,-0.13%,3076.55,448.33,0.37,2025-07
263,2025-07-10 14:15:00,2025-07-10 14:15:00,LONG,2774.62,2772.25,2772.81,-0.085,-18.66,9.03,0.55,3744.01,-0.26%,3057.89,445.61,0.86,2025-07
264,2025-07-10 16:00:00,2025-07-10 16:00:00,SHORT,2772.25,2778.81,2778.25,-0.237,-35.56,8.99,0.56,3708.46,-0.71%,3022.33,440.43,1.8,2025-07
265,2025-07-11 15:00:00,2025-07-11 15:00:00,LONG,2778.81,2973.85,2974.44,7.019,771.96,8.9,0.59,4480.41,21.06%,3794.29,552.93,0.0,2025-07
266,2025-07-11 15:15:00,2025-07-11 15:15:00,SHORT,2973.85,2987.25,2986.66,-0.451,-71.36,10.75,0.6,4409.05,-1.35%,3722.93,542.53,1.59,2025-07
267,2025-07-11 15:45:00,2025-07-11 15:45:00,LONG,2987.25,2969.97,2970.56,-0.579,-87.12,10.58,0.59,4321.93,-1.74%,3635.81,529.84,3.54,2025-07
268,2025-07-11 17:15:00,2025-07-11 17:15:00,SHORT,2969.97,2998.5,2997.9,-0.961,-134.95,10.37,0.6,4186.98,-2.88%,3500.86,510.17,6.55,2025-07
269,2025-07-11 20:30:00,2025-07-11 20:30:00,LONG,2998.5,2986.91,2987.5,-0.387,-58.63,10.05,0.6,4128.35,-1.16%,3442.23,501.62,7.86,2025-07
270,2025-07-11 21:00:00,2025-07-11 21:00:00,SHORT,2986.91,2985.63,2985.03,0.043,-4.61,9.91,0.6,4123.74,0.13%,3437.62,500.95,7.96,2025-07
271,2025-07-11 21:30:00,2025-07-11 21:30:00,LONG,2985.63,2984.53,2985.13,-0.037,-14.46,9.9,0.6,4109.28,-0.11%,3423.16,498.85,8.28,2025-07
272,2025-07-12 07:00:00,2025-07-12 07:00:00,SHORT,2984.53,2966.68,2966.09,0.598,63.86,9.86,0.59,4173.14,1.79%,3487.02,508.15,6.86,2025-07
273,2025-07-12 12:00:00,2025-07-12 12:00:00,LONG,2966.68,2955.8,2956.39,-0.367,-55.93,10.02,0.59,4117.22,-1.1%,3431.09,500.0,8.11,2025-07
274,2025-07-12 23:45:00,2025-07-12 23:45:00,SHORT,2955.8,2940.2,2939.61,0.528,55.31,9.88,0.59,4172.53,1.58%,3486.4,508.06,6.87,2025-07
275,2025-07-13 02:15:00,2025-07-13 02:15:00,LONG,2940.2,2941.39,2941.98,0.041,-4.94,10.01,0.59,4167.59,0.12%,3481.46,507.34,6.98,2025-07
276,2025-07-13 02:30:00,2025-07-13 02:30:00,SHORT,2941.39,2946.58,2945.99,-0.177,-32.07,10.0,0.59,4135.52,-0.53%,3449.39,502.67,7.7,2025-07
277,2025-07-13 09:30:00,2025-07-13 09:30:00,LONG,2946.58,2947.83,2948.42,0.042,-4.67,9.93,0.59,4130.85,0.13%,3444.72,501.99,7.8,2025-07
278,2025-07-13 10:00:00,2025-07-13 10:00:00,SHORT,2947.83,2953.36,2952.77,-0.187,-33.15,9.91,0.59,4097.7,-0.56%,3411.57,497.16,8.54,2025-07
279,2025-07-13 10:30:00,2025-07-13 10:30:00,LONG,2953.36,2949.99,2950.58,-0.114,-23.85,9.83,0.59,4073.85,-0.34%,3387.72,493.68,9.07,2025-07
280,2025-07-13 11:00:00,2025-07-13 11:00:00,SHORT,2949.99,2952.96,2952.36,-0.1,-22.06,9.78,0.59,4051.8,-0.3%,3365.66,490.47,9.57,2025-07
281,2025-07-13 21:30:00,2025-07-13 21:30:00,LONG,2952.96,2977.09,2977.69,0.817,89.63,9.72,0.6,4141.43,2.45%,3455.29,503.53,7.57,2025-07
282,2025-07-14 00:15:00,2025-07-14 00:15:00,SHORT,2977.09,2985.03,2984.43,-0.267,-43.05,9.94,0.6,4098.38,-0.8%,3412.24,497.26,8.53,2025-07
283,2025-07-14 00:45:00,2025-07-14 00:45:00,LONG,2985.03,2976.63,2977.23,-0.281,-44.42,9.84,0.6,4053.96,-0.84%,3367.82,490.78,9.52,2025-07
284,2025-07-14 02:00:00,2025-07-14 02:00:00,SHORT,2976.63,2982.46,2981.87,-0.196,-33.56,9.73,0.6,4020.41,-0.59%,3334.26,485.89,10.27,2025-07
285,2025-07-14 14:30:00,2025-07-14 14:30:00,LONG,2982.46,3029.77,3030.38,1.586,181.66,9.65,0.61,4202.07,4.76%,3515.92,512.37,6.21,2025-07
286,2025-07-15 00:15:00,2025-07-15 00:15:00,SHORT,3029.77,3011.5,3010.89,0.603,65.94,10.08,0.6,4268.01,1.81%,3581.86,521.98,4.74,2025-07
287,2025-07-15 00:30:00,2025-07-15 00:30:00,LONG,3011.5,3011.33,3011.94,-0.005,-10.94,10.24,0.6,4257.07,-0.02%,3570.92,520.38,4.98,2025-07
288,2025-07-15 09:00:00,2025-07-15 09:00:00,SHORT,3011.33,2984.05,2983.45,0.906,105.51,10.22,0.6,4362.58,2.72%,3676.43,535.76,2.63,2025-07
289,2025-07-15 10:30:00,2025-07-15 10:30:00,LONG,2984.05,2969.51,2970.11,-0.487,-74.22,10.47,0.59,4288.36,-1.46%,3602.21,524.94,4.29,2025-07
290,2025-07-15 11:45:00,2025-07-15 11:45:00,SHORT,2969.51,2977.7,2977.1,-0.276,-45.76,10.29,0.6,4242.6,-0.83%,3556.45,518.27,5.31,2025-07
291,2025-07-15 14:45:00,2025-07-15 14:45:00,LONG,2977.7,2995.76,2996.35,0.606,66.99,10.18,0.6,4309.6,1.82%,3623.44,528.04,3.81,2025-07
292,2025-07-15 15:30:00,2025-07-15 15:30:00,SHORT,2995.76,3024.45,3023.84,-0.958,-134.18,10.34,0.6,4175.42,-2.87%,3489.26,508.48,6.81,2025-07
293,2025-07-17 03:15:00,2025-07-17 03:15:00,LONG,3024.45,3318.71,3319.38,9.73,1208.72,10.02,0.66,5384.14,29.19%,4697.98,684.63,0.0,2025-07
294,2025-07-17 05:15:00,2025-07-17 05:15:00,SHORT,3318.71,3351.88,3351.21,-0.999,-174.33,12.92,0.67,5209.81,-3.0%,4523.65,659.23,3.24,2025-07
295,2025-07-17 13:30:00,2025-07-17 13:30:00,LONG,3351.88,3408.87,3409.55,1.7,253.23,12.5,0.68,5463.04,5.1%,4776.88,696.13,0.0,2025-07
296,2025-07-17 15:15:00,2025-07-17 15:15:00,SHORT,3408.87,3417.62,3416.94,-0.257,-55.2,13.11,0.68,5407.84,-0.77%,4721.68,688.09,1.01,2025-07
297,2025-07-17 16:00:00,2025-07-17 16:00:00,LONG,3417.62,3403.97,3404.65,-0.399,-77.76,12.98,0.68,5330.09,-1.2%,4643.92,676.75,2.43,2025-07
298,2025-07-17 17:45:00,2025-07-17 17:45:00,SHORT,3403.97,3425.16,3424.48,-0.623,-112.34,12.79,0.68,5217.75,-1.87%,4531.58,660.38,4.49,2025-07
