Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Net PnL %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %
95,Entry long,2026-02-26 11:45,long,2054.55,0.9734,1999.89897,-5.88,-0.29,27.51,1.38,-9.1,-0.46,120.5,0.01
96,Exit short,2026-02-26 17:45,long,2074.94,0.9763,1999.960313,-25.8,-1.29,4.05,0.20,-29.03,-1.45,94.7,0.01
96,Entry short,2026-02-26 16:15,short,2048.51,0.9763,1999.960313,-25.8,-1.29,4.05,0.20,-29.03,-1.45,94.7,0.01
97,Exit long,2026-02-26 20:00,short,2062.86,0.9638,1999.827172,-11.64,-0.58,8.09,0.40,-20.7,-1.04,83.06,0.01
97,Entry long,2026-02-26 17:45,long,2074.94,0.9638,1999.827172,-11.64,-0.58,8.09,0.40,-20.7,-1.04,83.06,0.01
98,Exit short,2026-02-26 20:45,long,2070,0.9695,1999.94277,-6.92,-0.35,0.9,0.05,-8.63,-0.43,76.14,0.01
98,Entry short,2026-02-26 20:00,short,2062.86,0.9695,1999.94277,-6.92,-0.35,0.9,0.05,-8.63,-0.43,76.14,0.01
99,Exit long,2026-02-26 22:15,short,2069.37,0.9661,1999.827,-0.61,-0.03,3.82,0.19,-11.46,-0.57,75.53,0.01
99,Entry long,2026-02-26 20:45,long,2070,0.9661,1999.827,-0.61,-0.03,3.82,0.19,-11.46,-0.57,75.53,0.01
100,Exit short,2026-02-27 02:45,long,2004.23,0.9664,1999.839168,62.95,3.15,90.86,4.54,-8.16,-0.41,138.48,0.01
100,Entry short,2026-02-26 22:15,short,2069.37,0.9664,1999.839168,62.95,3.15,90.86,4.54,-8.16,-0.41,138.48,0.01
101,Exit long,2026-02-27 08:00,short,2025.96,0.9978,1999.820694,21.68,1.08,38.44,1.92,-0.65,-0.03,160.16,0.02
101,Entry long,2026-02-27 02:45,long,2004.23,0.9978,1999.820694,21.68,1.08,38.44,1.92,-0.65,-0.03,160.16,0.02
102,Exit short,2026-02-27 10:15,long,2026.29,0.9871,1999.825116,-0.33,-0.02,25.61,1.28,-7.94,-0.40,159.84,0.02
102,Entry short,2026-02-27 08:00,short,2025.96,0.9871,1999.825116,-0.33,-0.02,25.61,1.28,-7.94,-0.40,159.84,0.02
103,Exit long,2026-02-27 14:00,short,2037.41,0.987,1999.94823,10.98,0.55,36.75,1.84,-6.7,-0.34,170.81,0.02
103,Entry long,2026-02-27 10:15,long,2026.29,0.987,1999.94823,10.98,0.55,36.75,1.84,-6.7,-0.34,170.81,0.02
104,Exit short,2026-02-27 16:15,long,2037.36,0.9816,1999.921656,0.05,0.00,14.97,0.75,-8.36,-0.42,170.86,0.02
104,Entry short,2026-02-27 14:00,short,2037.41,0.9816,1999.921656,0.05,0.00,14.97,0.75,-8.36,-0.42,170.86,0.02
105,Exit long,2026-02-27 17:00,short,2036.35,0.9816,1999.872576,-0.99,-0.05,4.64,0.23,-9.11,-0.46,169.87,0.02
105,Entry long,2026-02-27 16:15,long,2037.36,0.9816,1999.872576,-0.99,-0.05,4.64,0.23,-9.11,-0.46,169.87,0.02
106,Exit short,2026-02-28 04:15,long,1924.12,0.9821,1999.899335,110.22,5.51,126.56,6.33,-5.97,-0.30,280.09,0.03
106,Entry short,2026-02-27 17:00,short,2036.35,0.9821,1999.899335,110.22,5.51,126.56,6.33,-5.97,-0.30,280.09,0.03
107,Exit long,2026-02-28 06:30,short,1921.77,1.0394,1999.930328,-2.44,-0.12,9.9,0.49,-38.58,-1.93,277.65,0.03
107,Entry long,2026-02-28 04:15,long,1924.12,1.0394,1999.930328,-2.44,-0.12,9.9,0.49,-38.58,-1.93,277.65,0.03
108,Exit short,2026-02-28 07:15,long,1930.37,1.0407,1999.986039,-8.95,-0.45,4.49,0.22,-12.26,-0.61,268.7,0.03
108,Entry short,2026-02-28 06:30,short,1921.77,1.0407,1999.986039,-8.95,-0.45,4.49,0.22,-12.26,-0.61,268.7,0.03
109,Exit long,2026-02-28 09:30,short,1926.02,1.036,1999.86332,-4.51,-0.23,7.04,0.35,-10.95,-0.55,264.19,0.03
109,Entry long,2026-02-28 07:15,long,1930.37,1.036,1999.86332,-4.51,-0.23,7.04,0.35,-10.95,-0.55,264.19,0.03
110,Exit short,2026-02-28 10:15,long,1929.58,1.0384,1999.979168,-3.7,-0.18,3.51,0.18,-4.65,-0.23,260.49,0.03
110,Entry short,2026-02-28 09:30,short,1926.02,1.0384,1999.979168,-3.7,-0.18,3.51,0.18,-4.65,-0.23,260.49,0.03
111,Exit long,2026-02-28 11:45,short,1924.49,1.0364,1999.816712,-5.28,-0.26,3.07,0.15,-9.3,-0.46,255.22,0.03
111,Entry long,2026-02-28 10:15,long,1929.58,1.0364,1999.816712,-5.28,-0.26,3.07,0.15,-9.3,-0.46,255.22,0.03
112,Exit short,2026-02-28 13:15,long,1922.92,1.0392,1999.930008,1.63,0.08,10.14,0.51,-7.41,-0.37,256.85,0.03
112,Entry short,2026-02-28 11:45,short,1924.49,1.0392,1999.930008,1.63,0.08,10.14,0.51,-7.41,-0.37,256.85,0.03
113,Exit long,2026-02-28 14:00,short,1911.13,1.04,1999.8368,-12.26,-0.61,0,0.00,-15.25,-0.76,244.59,0.02
113,Entry long,2026-02-28 13:15,long,1922.92,1.04,1999.8368,-12.26,-0.61,0,0.00,-15.25,-0.76,244.59,0.02
114,Exit short,2026-02-28 18:30,long,1862.51,1.0465,1999.997545,50.88,2.54,79.29,3.96,-1.39,-0.07,295.47,0.03
114,Entry short,2026-02-28 14:00,short,1911.13,1.0465,1999.997545,50.88,2.54,79.29,3.96,-1.39,-0.07,295.47,0.03
115,Exit long,2026-03-01 08:00,short,1962.32,1.0738,1999.963238,107.18,5.36,131.52,6.58,-2.13,-0.11,402.65,0.04
115,Entry long,2026-02-28 18:30,long,1862.51,1.0738,1999.963238,107.18,5.36,131.52,6.58,-2.13,-0.11,402.65,0.04
116,Exit short,2026-03-01 10:15,long,2032.36,1.0192,1999.996544,-71.38,-3.57,19.1,0.95,-94.26,-4.71,331.26,0.03
116,Entry short,2026-03-01 08:00,short,1962.32,1.0192,1999.996544,-71.38,-3.57,19.1,0.95,-94.26,-4.71,331.26,0.03
117,Exit long,2026-03-01 12:30,short,2015.5,0.984,1999.84224,-16.59,-0.83,15.65,0.78,-33.14,-1.66,314.67,0.03
117,Entry long,2026-03-01 10:15,long,2032.36,0.984,1999.84224,-16.59,-0.83,15.65,0.78,-33.14,-1.66,314.67,0.03
118,Exit short,2026-03-01 16:15,long,2007.25,0.9923,1999.98065,8.19,0.41,26.3,1.31,-7.34,-0.37,322.86,0.03
118,Entry short,2026-03-01 12:30,short,2015.5,0.9923,1999.98065,8.19,0.41,26.3,1.31,-7.34,-0.37,322.86,0.03
119,Exit long,2026-03-01 17:00,short,1988.53,0.9963,1999.823175,-18.65,-0.93,0.25,0.01,-32.3,-1.62,304.21,0.03
119,Entry long,2026-03-01 16:15,long,2007.25,0.9963,1999.823175,-18.65,-0.93,0.25,0.01,-32.3,-1.62,304.21,0.03
120,Exit short,2026-03-01 20:45,long,1978.2,1.0057,1999.864621,10.39,0.52,16.38,0.82,-7.63,-0.38,314.59,0.03
120,Entry short,2026-03-01 17:00,short,1988.53,1.0057,1999.864621,10.39,0.52,16.38,0.82,-7.63,-0.38,314.59,0.03
121,Exit long,2026-03-01 21:30,short,1978.2,1.011,1999.9602,0,0.00,3.39,0.17,-9.71,-0.49,314.59,0.03
121,Entry long,2026-03-01 20:45,long,1978.2,1.011,1999.9602,0,0.00,3.39,0.17,-9.71,-0.49,314.59,0.03
122,Exit short,2026-03-01 22:15,long,2007.5,1.011,1999.9602,-29.62,-1.48,1.88,0.09,-50.35,-2.52,284.97,0.03
122,Entry short,2026-03-01 21:30,short,1978.2,1.011,1999.9602,-29.62,-1.48,1.88,0.09,-50.35,-2.52,284.97,0.03
123,Exit long,2026-03-02 01:15,short,1965.65,0.9962,1999.8715,-41.69,-2.08,8.7,0.43,-53.99,-2.70,243.28,0.02
123,Entry long,2026-03-01 22:15,long,2007.5,0.9962,1999.8715,-41.69,-2.08,8.7,0.43,-53.99,-2.70,243.28,0.02
124,Exit short,2026-03-02 02:45,long,1975.82,1.0174,1999.85231,-10.35,-0.52,6.97,0.35,-32.43,-1.62,232.93,0.02
124,Entry short,2026-03-02 01:15,short,1965.65,1.0174,1999.85231,-10.35,-0.52,6.97,0.35,-32.43,-1.62,232.93,0.02
125,Exit long,2026-03-02 03:30,short,1950.48,1.0122,1999.925004,-25.65,-1.28,0.56,0.03,-29.63,-1.48,207.29,0.02
125,Entry long,2026-03-02 02:45,long,1975.82,1.0122,1999.925004,-25.65,-1.28,0.56,0.03,-29.63,-1.48,207.29,0.02
126,Exit short,2026-03-02 06:30,long,1929.96,1.0253,1999.827144,21.04,1.05,44.16,2.21,-21.05,-1.05,228.32,0.02
126,Entry short,2026-03-02 03:30,short,1950.48,1.0253,1999.827144,21.04,1.05,44.16,2.21,-21.05,-1.05,228.32,0.02
127,Exit long,2026-03-02 10:15,short,1948.51,1.0362,1999.824552,19.22,0.96,61.42,3.07,-11.67,-0.58,247.55,0.02
127,Entry long,2026-03-02 06:30,long,1929.96,1.0362,1999.824552,19.22,0.96,61.42,3.07,-11.67,-0.58,247.55,0.02
128,Exit short,2026-03-02 11:00,long,1966.4,1.0264,1999.950664,-18.36,-0.92,0.88,0.04,-22.55,-1.13,229.18,0.02
128,Entry short,2026-03-02 10:15,short,1948.51,1.0264,1999.950664,-18.36,-0.92,0.88,0.04,-22.55,-1.13,229.18,0.02
129,Exit long,2026-03-02 13:15,short,1968,1.017,1999.8288,1.63,0.08,14.16,0.71,-4.87,-0.24,230.81,0.02
129,Entry long,2026-03-02 11:00,long,1966.4,1.017,1999.8288,1.63,0.08,14.16,0.71,-4.87,-0.24,230.81,0.02
130,Exit short,2026-03-02 14:00,long,1969.19,1.0162,1999.8816,-1.21,-0.06,4.6,0.23,-15.85,-0.79,229.6,0.02
130,Entry short,2026-03-02 13:15,short,1968,1.0162,1999.8816,-1.21,-0.06,4.6,0.23,-15.85,-0.79,229.6,0.02
131,Exit long,2026-03-02 14:45,short,1943.31,1.0156,1999.909364,-26.28,-1.31,0.82,0.04,-32.13,-1.61,203.32,0.02
131,Entry long,2026-03-02 14:00,long,1969.19,1.0156,1999.909364,-26.28,-1.31,0.82,0.04,-32.13,-1.61,203.32,0.02
132,Exit short,2026-03-02 17:00,long,1956.08,1.0291,1999.860321,-13.14,-0.66,23.99,1.20,-16.1,-0.80,190.18,0.02
132,Entry short,2026-03-02 14:45,short,1943.31,1.0291,1999.860321,-13.14,-0.66,23.99,1.20,-16.1,-0.80,190.18,0.02
133,Exit long,2026-03-02 19:15,short,1938.48,1.0224,1999.896192,-17.99,-0.90,11.3,0.56,-21,-1.05,172.18,0.02
133,Entry long,2026-03-02 17:00,long,1956.08,1.0224,1999.896192,-17.99,-0.90,11.3,0.56,-21,-1.05,172.18,0.02
134,Exit short,2026-03-02 20:00,long,1946.34,1.0317,1999.929816,-8.11,-0.41,2.37,0.12,-16.85,-0.84,164.07,0.02
134,Entry short,2026-03-02 19:15,short,1938.48,1.0317,1999.929816,-8.11,-0.41,2.37,0.12,-16.85,-0.84,164.07,0.02
135,Exit long,2026-03-02 20:45,short,1938.12,1.0275,1999.86435,-8.45,-0.42,0.25,0.01,-16.38,-0.82,155.63,0.02
135,Entry long,2026-03-02 20:00,long,1946.34,1.0275,1999.86435,-8.45,-0.42,0.25,0.01,-16.38,-0.82,155.63,0.02
136,Exit short,2026-03-02 23:00,long,2028.5,1.0319,1999.946028,-93.26,-4.66,16.94,0.85,-98.34,-4.92,62.36,0.01
136,Entry short,2026-03-02 20:45,short,1938.12,1.0319,1999.946028,-93.26,-4.66,16.94,0.85,-98.34,-4.92,62.36,0.01
137,Exit long,2026-03-03 02:00,short,2038.85,0.9859,1999.89815,10.2,0.51,60.63,3.03,-6.87,-0.34,72.57,0.01
137,Entry long,2026-03-02 23:00,long,2028.5,0.9859,1999.89815,10.2,0.51,60.63,3.03,-6.87,-0.34,72.57,0.01
138,Exit short,2026-03-03 05:45,long,2043.01,0.9809,1999.907965,-4.08,-0.20,21.29,1.06,-18.49,-0.92,68.49,0.01
138,Entry short,2026-03-03 02:00,short,2038.85,0.9809,1999.907965,-4.08,-0.20,21.29,1.06,-18.49,-0.92,68.49,0.01
139,Exit long,2026-03-03 07:15,short,2037.58,0.9789,1999.902489,-5.32,-0.27,15.25,0.76,-5.71,-0.29,63.17,0.01
139,Entry long,2026-03-03 05:45,long,2043.01,0.9789,1999.902489,-5.32,-0.27,15.25,0.76,-5.71,-0.29,63.17,0.01
140,Exit short,2026-03-03 15:30,long,1998,0.9815,1999.88477,38.85,1.94,49.15,2.46,-3.83,-0.19,102.02,0.01
140,Entry short,2026-03-03 07:15,short,2037.58,0.9815,1999.88477,38.85,1.94,49.15,2.46,-3.83,-0.19,102.02,0.01
141,Exit long,2026-03-03 16:15,short,1983.82,1.001,1999.998,-14.19,-0.71,2.53,0.13,-16.46,-0.82,87.83,0.01
141,Entry long,2026-03-03 15:30,long,1998,1.001,1999.998,-14.19,-0.71,2.53,0.13,-16.46,-0.82,87.83,0.01
142,Exit short,2026-03-03 19:15,long,1957.61,1.0081,1999.888942,26.42,1.32,45.08,2.25,-0.71,-0.04,114.25,0.01
142,Entry short,2026-03-03 16:15,short,1983.82,1.0081,1999.888942,26.42,1.32,45.08,2.25,-0.71,-0.04,114.25,0.01
143,Exit long,2026-03-03 21:30,short,1951.78,1.0216,1999.894376,-5.96,-0.30,33.16,1.66,-9.46,-0.47,108.29,0.01
143,Entry long,2026-03-03 19:15,long,1957.61,1.0216,1999.894376,-5.96,-0.30,33.16,1.66,-9.46,-0.47,108.29,0.01
144,Exit short,2026-03-03 22:15,long,1961.96,1.0247,1999.988966,-10.43,-0.52,8.25,0.41,-20.57,-1.03,97.86,0.01
144,Entry short,2026-03-03 21:30,short,1951.78,1.0247,1999.988966,-10.43,-0.52,8.25,0.41,-20.57,-1.03,97.86,0.01
145,Exit long,2026-03-03 23:00,short,1945.8,1.0193,1999.825828,-16.47,-0.82,15.65,0.78,-33.03,-1.65,81.39,0.01
145,Entry long,2026-03-03 22:15,long,1961.96,1.0193,1999.825828,-16.47,-0.82,15.65,0.78,-33.03,-1.65,81.39,0.01
146,Exit short,2026-03-03 23:45,long,1969.22,1.0278,1999.89324,-24.07,-1.20,14.14,0.71,-27.66,-1.38,57.32,0.01
146,Entry short,2026-03-03 23:00,short,1945.8,1.0278,1999.89324,-24.07,-1.20,14.14,0.71,-27.66,-1.38,57.32,0.01
147,Exit long,2026-03-04 01:15,short,1976.27,1.0156,1999.939832,7.16,0.36,45.6,2.28,-10.62,-0.53,64.48,0.01
147,Entry long,2026-03-03 23:45,long,1969.22,1.0156,1999.939832,7.16,0.36,45.6,2.28,-10.62,-0.53,64.48,0.01
148,Exit short,2026-03-04 02:00,long,1973.66,1.012,1999.98524,2.64,0.13,17.09,0.85,-11.02,-0.55,67.12,0.01
148,Entry short,2026-03-04 01:15,short,1976.27,1.012,1999.98524,2.64,0.13,17.09,0.85,-11.02,-0.55,67.12,0.01
149,Exit long,2026-03-04 04:15,short,1982.28,1.0133,1999.909678,8.73,0.44,27.01,1.35,0,0.00,75.85,0.01
149,Entry long,2026-03-04 02:00,long,1973.66,1.0133,1999.909678,8.73,0.44,27.01,1.35,0,0.00,75.85,0.01
150,Exit short,2026-03-04 06:30,long,1986.21,1.0089,1999.922292,-3.96,-0.20,23.13,1.16,-7.13,-0.36,71.89,0.01
150,Entry short,2026-03-04 04:15,short,1982.28,1.0089,1999.922292,-3.96,-0.20,23.13,1.16,-7.13,-0.36,71.89,0.01
151,Exit long,2026-03-04 08:00,short,1980.92,1.0069,1999.914849,-5.33,-0.27,15.53,0.78,-8.63,-0.43,66.56,0.01
151,Entry long,2026-03-04 06:30,long,1986.21,1.0069,1999.914849,-5.33,-0.27,15.53,0.78,-8.63,-0.43,66.56,0.01
152,Exit short,2026-03-04 09:30,long,1989.97,1.0096,1999.936832,-9.14,-0.46,19.22,0.96,-17.91,-0.90,57.42,0.01
152,Entry short,2026-03-04 08:00,short,1980.92,1.0096,1999.936832,-9.14,-0.46,19.22,0.96,-17.91,-0.90,57.42,0.01
153,Exit long,2026-03-04 10:15,short,1973.18,1.005,1999.91985,-16.87,-0.84,0.38,0.02,-17.63,-0.88,40.55,0.00
153,Entry long,2026-03-04 09:30,long,1989.97,1.005,1999.91985,-16.87,-0.84,0.38,0.02,-17.63,-0.88,40.55,0.00
154,Exit short,2026-03-04 11:00,long,1975.98,1.0135,1999.81793,-2.84,-0.14,4.14,0.21,-9.69,-0.48,37.71,0.00
154,Entry short,2026-03-04 10:15,short,1973.18,1.0135,1999.81793,-2.84,-0.14,4.14,0.21,-9.69,-0.48,37.71,0.00
155,Exit long,2026-03-04 11:45,short,1960.9,1.0121,1999.889358,-15.26,-0.76,4.25,0.21,-31.27,-1.56,22.45,0.00
155,Entry long,2026-03-04 11:00,long,1975.98,1.0121,1999.889358,-15.26,-0.76,4.25,0.21,-31.27,-1.56,22.45,0.00
156,Exit short,2026-03-04 13:15,long,1960.12,1.0199,1999.92191,0.8,0.04,10.45,0.52,-4.68,-0.23,23.25,0.00
156,Entry short,2026-03-04 11:45,short,1960.9,1.0199,1999.92191,0.8,0.04,10.45,0.52,-4.68,-0.23,23.25,0.00
157,Exit long,2026-03-04 20:00,short,2050.59,1.0203,1999.910436,92.31,4.62,135.48,6.77,-2.38,-0.12,115.55,0.01
157,Entry long,2026-03-04 13:15,long,1960.12,1.0203,1999.910436,92.31,4.62,135.48,6.77,-2.38,-0.12,115.55,0.01
158,Exit short,2026-03-04 22:15,long,2078.69,0.9753,1999.940427,-27.41,-1.37,13.87,0.69,-31.26,-1.56,88.15,0.01
158,Entry short,2026-03-04 20:00,short,2050.59,0.9753,1999.940427,-27.41,-1.37,13.87,0.69,-31.26,-1.56,88.15,0.01
159,Exit long,2026-03-05 05:00,short,2145.49,0.9621,1999.907649,64.27,3.21,115.75,5.79,-13.27,-0.66,152.42,0.02
159,Entry long,2026-03-04 22:15,long,2078.69,0.9621,1999.907649,64.27,3.21,115.75,5.79,-13.27,-0.66,152.42,0.02
160,Exit short,2026-03-05 12:30,long,2138.99,0.9321,1999.811229,6.06,0.30,35.41,1.77,-17.4,-0.87,158.47,0.02
160,Entry short,2026-03-05 05:00,short,2145.49,0.9321,1999.811229,6.06,0.30,35.41,1.77,-17.4,-0.87,158.47,0.02
161,Exit long,2026-03-05 14:00,short,2114.46,0.935,1999.95565,-22.94,-1.15,4.87,0.24,-26.97,-1.35,135.54,0.01
161,Entry long,2026-03-05 12:30,long,2138.99,0.935,1999.95565,-22.94,-1.15,4.87,0.24,-26.97,-1.35,135.54,0.01
162,Exit short,2026-03-05 15:30,long,2118.02,0.9458,1999.856268,-3.37,-0.17,1.97,0.10,-17.09,-0.85,132.17,0.01
162,Entry short,2026-03-05 14:00,short,2114.46,0.9458,1999.856268,-3.37,-0.17,1.97,0.10,-17.09,-0.85,132.17,0.01
163,Exit long,2026-03-05 16:15,short,2096.89,0.9442,1999.834484,-19.95,-1.00,0.51,0.03,-23.03,-1.15,112.22,0.01
163,Entry long,2026-03-05 15:30,long,2118.02,0.9442,1999.834484,-19.95,-1.00,0.51,0.03,-23.03,-1.15,112.22,0.01
164,Exit short,2026-03-05 17:00,long,2127.36,0.9537,1999.803993,-29.06,-1.45,0.98,0.05,-34.41,-1.72,83.16,0.01
164,Entry short,2026-03-05 16:15,short,2096.89,0.9537,1999.803993,-29.06,-1.45,0.98,0.05,-34.41,-1.72,83.16,0.01
165,Exit long,2026-03-05 20:45,short,2138.25,0.9401,1999.931136,10.24,0.51,34.13,1.71,-6.93,-0.35,93.4,0.01
165,Entry long,2026-03-05 17:00,long,2127.36,0.9401,1999.931136,10.24,0.51,34.13,1.71,-6.93,-0.35,93.4,0.01
166,Exit short,2026-03-06 02:45,long,2076.59,0.9353,1999.905225,57.67,2.88,78.1,3.91,-1.37,-0.07,151.07,0.02
166,Entry short,2026-03-05 20:45,short,2138.25,0.9353,1999.905225,57.67,2.88,78.1,3.91,-1.37,-0.07,151.07,0.02
167,Exit long,2026-03-06 06:30,short,2082.25,0.9631,1999.963829,5.45,0.27,21.93,1.10,-6.26,-0.31,156.52,0.02
167,Entry long,2026-03-06 02:45,long,2076.59,0.9631,1999.963829,5.45,0.27,21.93,1.10,-6.26,-0.31,156.52,0.02
168,Exit short,2026-03-06 10:15,long,2087.05,0.9604,1999.7929,-4.61,-0.23,19.65,0.98,-10.64,-0.53,151.91,0.02
168,Entry short,2026-03-06 06:30,short,2082.25,0.9604,1999.7929,-4.61,-0.23,19.65,0.98,-10.64,-0.53,151.91,0.02
169,Exit long,2026-03-06 12:30,short,2068.79,0.9582,1999.81131,-17.5,-0.87,2.26,0.11,-27.03,-1.35,134.41,0.01
169,Entry long,2026-03-06 10:15,long,2087.05,0.9582,1999.81131,-17.5,-0.87,2.26,0.11,-27.03,-1.35,134.41,0.01
170,Exit short,2026-03-06 14:45,long,2074.03,0.9667,1999.899293,-5.07,-0.25,9.12,0.46,-11.35,-0.57,129.35,0.01
170,Entry short,2026-03-06 12:30,short,2068.79,0.9667,1999.899293,-5.07,-0.25,9.12,0.46,-11.35,-0.57,129.35,0.01
171,Exit long,2026-03-06 17:00,short,2064.96,0.9643,1999.987129,-8.75,-0.44,13.14,0.66,-10.15,-0.51,120.6,0.01
171,Entry long,2026-03-06 14:45,long,2074.03,0.9643,1999.987129,-8.75,-0.44,13.14,0.66,-10.15,-0.51,120.6,0.01
172,Exit short,2026-03-06 18:30,long,2064.02,0.9685,1999.91376,0.91,0.05,18.57,0.93,-4.33,-0.22,121.51,0.01
172,Entry short,2026-03-06 17:00,short,2064.96,0.9685,1999.91376,0.91,0.05,18.57,0.93,-4.33,-0.22,121.51,0.01
173,Exit long,2026-03-06 19:15,short,2065.29,0.9689,1999.828978,1.23,0.06,3.66,0.18,-6.13,-0.31,122.74,0.01
173,Entry long,2026-03-06 18:30,long,2064.02,0.9689,1999.828978,1.23,0.06,3.66,0.18,-6.13,-0.31,122.74,0.01
174,Exit short,2026-03-07 02:45,long,1974.62,0.9683,1999.820307,87.8,4.39,105.87,5.29,-0.45,-0.02,210.54,0.02
174,Entry short,2026-03-06 19:15,short,2065.29,0.9683,1999.820307,87.8,4.39,105.87,5.29,-0.45,-0.02,210.54,0.02
175,Exit long,2026-03-07 08:00,short,1980.15,1.0128,1999.895136,5.6,0.28,18.92,0.95,-5.43,-0.27,216.14,0.02
175,Entry long,2026-03-07 02:45,long,1974.62,1.0128,1999.895136,5.6,0.28,18.92,0.95,-5.43,-0.27,216.14,0.02
176,Exit short,2026-03-07 11:00,long,1995.07,1.01,1999.9515,-15.07,-0.75,8.44,0.42,-16.05,-0.80,201.07,0.02
176,Entry short,2026-03-07 08:00,short,1980.15,1.01,1999.9515,-15.07,-0.75,8.44,0.42,-16.05,-0.80,201.07,0.02
177,Exit long,2026-03-07 12:30,short,1977.4,1.0024,1999.858168,-17.71,-0.89,0,0.00,-30.8,-1.54,183.36,0.02
177,Entry long,2026-03-07 11:00,long,1995.07,1.0024,1999.858168,-17.71,-0.89,0,0.00,-30.8,-1.54,183.36,0.02
178,Exit short,2026-03-07 14:00,long,1976.24,1.0114,1999.94236,1.17,0.06,5,0.25,-2.5,-0.12,184.53,0.02
178,Entry short,2026-03-07 12:30,short,1977.4,1.0114,1999.94236,1.17,0.06,5,0.25,-2.5,-0.12,184.53,0.02
179,Exit long,2026-03-07 14:45,short,1971.76,1.012,1999.95488,-4.53,-0.23,1.29,0.06,-7.52,-0.38,180,0.02
179,Entry long,2026-03-07 14:00,long,1976.24,1.012,1999.95488,-4.53,-0.23,1.29,0.06,-7.52,-0.38,180,0.02
180,Exit short,2026-03-07 16:15,long,1985.68,1.0143,1999.956168,-14.12,-0.71,4.76,0.24,-16.09,-0.80,165.88,0.02
180,Entry short,2026-03-07 14:45,short,1971.76,1.0143,1999.956168,-14.12,-0.71,4.76,0.24,-16.09,-0.80,165.88,0.02
181,Exit long,2026-03-07 17:00,short,1983.95,1.0072,1999.976896,-1.74,-0.09,1.72,0.09,-10.37,-0.52,164.14,0.02
181,Entry long,2026-03-07 16:15,long,1985.68,1.0072,1999.976896,-1.74,-0.09,1.72,0.09,-10.37,-0.52,164.14,0.02
182,Exit short,2026-03-07 17:45,long,1986.35,1.008,1999.8216,-2.42,-0.12,0.88,0.04,-5.51,-0.28,161.72,0.02
182,Entry short,2026-03-07 17:00,short,1983.95,1.008,1999.8216,-2.42,-0.12,0.88,0.04,-5.51,-0.28,161.72,0.02
183,Exit long,2026-03-07 20:45,short,1982.51,1.0068,1999.85718,-3.87,-0.19,8.69,0.43,-6.55,-0.33,157.85,0.02
183,Entry long,2026-03-07 17:45,long,1986.35,1.0068,1999.85718,-3.87,-0.19,8.69,0.43,-6.55,-0.33,157.85,0.02
184,Exit short,2026-03-07 23:00,long,1985.37,1.0088,1999.956088,-2.89,-0.14,12.15,0.61,-7.81,-0.39,154.97,0.02
184,Entry short,2026-03-07 20:45,short,1982.51,1.0088,1999.956088,-2.89,-0.14,12.15,0.61,-7.81,-0.39,154.97,0.02
185,Exit long,2026-03-07 23:45,short,1981.04,1.0073,1999.863201,-4.36,-0.22,1.45,0.07,-9.22,-0.46,150.6,0.02
185,Entry long,2026-03-07 23:00,long,1985.37,1.0073,1999.863201,-4.36,-0.22,1.45,0.07,-9.22,-0.46,150.6,0.02
186,Exit short,2026-03-08 01:15,long,1981.07,1.0095,1999.85988,-0.03,0.00,6.62,0.33,-2.45,-0.12,150.57,0.02
186,Entry short,2026-03-07 23:45,short,1981.04,1.0095,1999.85988,-0.03,0.00,6.62,0.33,-2.45,-0.12,150.57,0.02
187,Exit long,2026-03-08 02:00,short,1971.47,1.0095,1999.890165,-9.69,-0.48,0.24,0.01,-15.44,-0.77,140.88,0.01
187,Entry long,2026-03-08 01:15,long,1981.07,1.0095,1999.890165,-9.69,-0.48,0.24,0.01,-15.44,-0.77,140.88,0.01
188,Exit short,2026-03-08 05:00,long,1967.91,1.0144,1999.859168,3.61,0.18,23.72,1.19,-3.76,-0.19,144.49,0.01
188,Entry short,2026-03-08 02:00,short,1971.47,1.0144,1999.859168,3.61,0.18,23.72,1.19,-3.76,-0.19,144.49,0.01
189,Exit long,2026-03-08 11:00,short,1947.54,1.0163,1999.986933,-20.7,-1.04,9.59,0.48,-32.7,-1.64,123.79,0.01
189,Entry long,2026-03-08 05:00,long,1967.91,1.0163,1999.986933,-20.7,-1.04,9.59,0.48,-32.7,-1.64,123.79,0.01
190,Exit short,2026-03-08 14:00,long,1946.79,1.0269,1999.928826,0.77,0.04,18.01,0.90,-5.99,-0.30,124.56,0.01
190,Entry short,2026-03-08 11:00,short,1947.54,1.0269,1999.928826,0.77,0.04,18.01,0.90,-5.99,-0.30,124.56,0.01
191,Exit long,2026-03-08 14:45,short,1948.05,1.0273,1999.937367,1.29,0.06,2.74,0.14,-3.84,-0.19,125.86,0.01
191,Entry long,2026-03-08 14:00,long,1946.79,1.0273,1999.937367,1.29,0.06,2.74,0.14,-3.84,-0.19,125.86,0.01
192,Exit short,2026-03-08 15:30,long,1954.3,1.0266,1999.86813,-6.42,-0.32,0.88,0.04,-12.69,-0.63,119.44,0.01
192,Entry short,2026-03-08 14:45,short,1948.05,1.0266,1999.86813,-6.42,-0.32,0.88,0.04,-12.69,-0.63,119.44,0.01
