Trade number,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,Net PnL USDT,Net PnL %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,Cumulative PnL USDT,Cumulative PnL %
96,多头出场,2025-11-06 01:00,VltClsSE,3418.89,1,3354.32,64.57,1.92,85.79,2.56,-20.13,-0.60,193.63,0.02
96,多头进场,2025-11-05 22:45,VltClsLE,3354.32,1,3354.32,64.57,1.92,85.79,2.56,-20.13,-0.60,193.63,0.02
97,空头出场,2025-11-06 01:15,VltClsLE,3438.97,1,3418.89,-20.08,-0.59,0.48,0.01,-20.08,-0.59,173.55,0.02
97,空头进场,2025-11-06 01:00,VltClsSE,3418.89,1,3418.89,-20.08,-0.59,0.48,0.01,-20.08,-0.59,173.55,0.02
98,多头出场,2025-11-06 03:00,VltClsSE,3449.49,1,3438.97,10.52,0.31,40.19,1.17,-15.91,-0.46,184.07,0.02
98,多头进场,2025-11-06 01:15,VltClsLE,3438.97,1,3438.97,10.52,0.31,40.19,1.17,-15.91,-0.46,184.07,0.02
99,空头出场,2025-11-06 03:15,VltClsLE,3461.56,1,3449.49,-12.07,-0.35,3.96,0.11,-12.07,-0.35,172,0.02
99,空头进场,2025-11-06 03:00,VltClsSE,3449.49,1,3449.49,-12.07,-0.35,3.96,0.11,-12.07,-0.35,172,0.02
100,多头出场,2025-11-06 03:45,VltClsSE,3452.64,1,3461.56,-8.92,-0.26,10.18,0.29,-8.92,-0.26,163.08,0.02
100,多头进场,2025-11-06 03:15,VltClsLE,3461.56,1,3461.56,-8.92,-0.26,10.18,0.29,-8.92,-0.26,163.08,0.02
101,空头出场,2025-11-06 04:00,VltClsLE,3469.08,1,3452.64,-16.44,-0.48,3.87,0.11,-16.44,-0.48,146.64,0.01
101,空头进场,2025-11-06 03:45,VltClsSE,3452.64,1,3452.64,-16.44,-0.48,3.87,0.11,-16.44,-0.48,146.64,0.01
102,多头出场,2025-11-06 04:15,VltClsSE,3464.67,1,3469.08,-4.41,-0.13,11.38,0.33,-4.41,-0.13,142.23,0.01
102,多头进场,2025-11-06 04:00,VltClsLE,3469.08,1,3469.08,-4.41,-0.13,11.38,0.33,-4.41,-0.13,142.23,0.01
103,空头出场,2025-11-06 05:45,VltClsLE,3450.73,1,3464.67,13.94,0.40,34.62,1.00,-3.24,-0.09,156.17,0.02
103,空头进场,2025-11-06 04:15,VltClsSE,3464.67,1,3464.67,13.94,0.40,34.62,1.00,-3.24,-0.09,156.17,0.02
104,多头出场,2025-11-06 06:00,VltClsSE,3430.19,1,3450.73,-20.54,-0.60,0.57,0.02,-20.54,-0.60,135.63,0.01
104,多头进场,2025-11-06 05:45,VltClsLE,3450.73,1,3450.73,-20.54,-0.60,0.57,0.02,-20.54,-0.60,135.63,0.01
105,空头出场,2025-11-06 06:30,VltClsLE,3432.53,1,3430.19,-2.34,-0.07,14.9,0.43,-2.34,-0.07,133.29,0.01
105,空头进场,2025-11-06 06:00,VltClsSE,3430.19,1,3430.19,-2.34,-0.07,14.9,0.43,-2.34,-0.07,133.29,0.01
106,多头出场,2025-11-06 07:45,VltClsSE,3426.56,1,3432.53,-5.97,-0.17,2.82,0.08,-17.07,-0.50,127.32,0.01
106,多头进场,2025-11-06 06:30,VltClsLE,3432.53,1,3432.53,-5.97,-0.17,2.82,0.08,-17.07,-0.50,127.32,0.01
107,空头出场,2025-11-06 08:45,VltClsLE,3409.38,1,3426.56,17.18,0.50,33.73,0.98,0,0.00,144.5,0.01
107,空头进场,2025-11-06 07:45,VltClsSE,3426.56,1,3426.56,17.18,0.50,33.73,0.98,0,0.00,144.5,0.01
108,多头出场,2025-11-06 09:00,VltClsSE,3395.31,1,3409.38,-14.07,-0.41,0.35,0.01,-14.07,-0.41,130.43,0.01
108,多头进场,2025-11-06 08:45,VltClsLE,3409.38,1,3409.38,-14.07,-0.41,0.35,0.01,-14.07,-0.41,130.43,0.01
109,空头出场,2025-11-06 09:30,VltClsLE,3395.14,1,3395.31,0.17,0.01,20.18,0.59,0,0.00,130.6,0.01
109,空头进场,2025-11-06 09:00,VltClsSE,3395.31,1,3395.31,0.17,0.01,20.18,0.59,0,0.00,130.6,0.01
110,多头出场,2025-11-06 13:00,VltClsSE,3444.51,1,3395.14,49.37,1.45,61.32,1.81,-2.84,-0.08,179.97,0.02
110,多头进场,2025-11-06 09:30,VltClsLE,3395.14,1,3395.14,49.37,1.45,61.32,1.81,-2.84,-0.08,179.97,0.02
111,空头出场,2025-11-06 18:15,VltClsLE,3387.25,1,3444.51,57.26,1.66,83.51,2.42,0,0.00,237.23,0.02
111,空头进场,2025-11-06 13:00,VltClsSE,3444.51,1,3444.51,57.26,1.66,83.51,2.42,0,0.00,237.23,0.02
112,多头出场,2025-11-06 20:15,VltClsSE,3378.41,1,3387.25,-8.84,-0.26,27.75,0.82,-8.84,-0.26,228.39,0.02
112,多头进场,2025-11-06 18:15,VltClsLE,3387.25,1,3387.25,-8.84,-0.26,27.75,0.82,-8.84,-0.26,228.39,0.02
113,空头出场,2025-11-06 21:00,VltClsLE,3363.42,1,3378.41,14.99,0.44,35.98,1.06,-3.95,-0.12,243.38,0.02
113,空头进场,2025-11-06 20:15,VltClsSE,3378.41,1,3378.41,14.99,0.44,35.98,1.06,-3.95,-0.12,243.38,0.02
114,多头出场,2025-11-06 22:00,VltClsSE,3376.22,1,3363.42,12.8,0.38,40.1,1.19,-1.76,-0.05,256.18,0.03
114,多头进场,2025-11-06 21:00,VltClsLE,3363.42,1,3363.42,12.8,0.38,40.1,1.19,-1.76,-0.05,256.18,0.03
115,空头出场,2025-11-06 23:15,VltClsLE,3361.92,1,3376.22,14.3,0.42,56.78,1.68,0,0.00,270.48,0.03
115,空头进场,2025-11-06 22:00,VltClsSE,3376.22,1,3376.22,14.3,0.42,56.78,1.68,0,0.00,270.48,0.03
116,多头出场,2025-11-06 23:30,VltClsSE,3320.69,1,3361.92,-41.23,-1.23,3.75,0.11,-41.23,-1.23,229.25,0.02
116,多头进场,2025-11-06 23:15,VltClsLE,3361.92,1,3361.92,-41.23,-1.23,3.75,0.11,-41.23,-1.23,229.25,0.02
117,空头出场,2025-11-07 01:00,VltClsLE,3303.68,1,3320.69,17.01,0.51,75.24,2.27,-2.2,-0.07,246.26,0.02
117,空头进场,2025-11-06 23:30,VltClsSE,3320.69,1,3320.69,17.01,0.51,75.24,2.27,-2.2,-0.07,246.26,0.02
118,多头出场,2025-11-07 03:30,VltClsSE,3321.82,1,3303.68,18.14,0.55,48.69,1.47,-32.98,-1.00,264.4,0.03
118,多头进场,2025-11-07 01:00,VltClsLE,3303.68,1,3303.68,18.14,0.55,48.69,1.47,-32.98,-1.00,264.4,0.03
119,空头出场,2025-11-07 05:15,VltClsLE,3315.11,1,3321.82,6.71,0.20,34.05,1.03,-15.48,-0.47,271.11,0.03
119,空头进场,2025-11-07 03:30,VltClsSE,3321.82,1,3321.82,6.71,0.20,34.05,1.03,-15.48,-0.47,271.11,0.03
120,多头出场,2025-11-07 07:00,VltClsSE,3304.35,1,3315.11,-10.76,-0.32,20.46,0.62,-19.82,-0.60,260.35,0.03
120,多头进场,2025-11-07 05:15,VltClsLE,3315.11,1,3315.11,-10.76,-0.32,20.46,0.62,-19.82,-0.60,260.35,0.03
121,空头出场,2025-11-07 08:30,VltClsLE,3317.55,1,3304.35,-13.2,-0.40,13.95,0.42,-25.06,-0.76,247.15,0.02
121,空头进场,2025-11-07 07:00,VltClsSE,3304.35,1,3304.35,-13.2,-0.40,13.95,0.42,-25.06,-0.76,247.15,0.02
122,多头出场,2025-11-07 09:00,VltClsSE,3307.2,1,3317.55,-10.35,-0.31,14.74,0.44,-10.35,-0.31,236.8,0.02
122,多头进场,2025-11-07 08:30,VltClsLE,3317.55,1,3317.55,-10.35,-0.31,14.74,0.44,-10.35,-0.31,236.8,0.02
123,空头出场,2025-11-07 09:45,VltClsLE,3316.14,1,3307.2,-8.94,-0.27,31.01,0.94,-20.98,-0.63,227.86,0.02
123,空头进场,2025-11-07 09:00,VltClsSE,3307.2,1,3307.2,-8.94,-0.27,31.01,0.94,-20.98,-0.63,227.86,0.02
124,多头出场,2025-11-07 12:00,VltClsSE,3333.27,1,3316.14,17.13,0.52,49.18,1.48,-11.88,-0.36,244.99,0.02
124,多头进场,2025-11-07 09:45,VltClsLE,3316.14,1,3316.14,17.13,0.52,49.18,1.48,-11.88,-0.36,244.99,0.02
125,空头出场,2025-11-07 12:15,VltClsLE,3339.87,1,3333.27,-6.6,-0.20,3.73,0.11,-6.6,-0.20,238.39,0.02
125,空头进场,2025-11-07 12:00,VltClsSE,3333.27,1,3333.27,-6.6,-0.20,3.73,0.11,-6.6,-0.20,238.39,0.02
126,多头出场,2025-11-07 12:30,VltClsSE,3331.19,1,3339.87,-8.68,-0.26,3.39,0.10,-8.68,-0.26,229.71,0.02
126,多头进场,2025-11-07 12:15,VltClsLE,3339.87,1,3339.87,-8.68,-0.26,3.39,0.10,-8.68,-0.26,229.71,0.02
127,空头出场,2025-11-07 13:00,VltClsLE,3349.64,1,3331.19,-18.45,-0.55,11.6,0.35,-18.45,-0.55,211.26,0.02
127,空头进场,2025-11-07 12:30,VltClsSE,3331.19,1,3331.19,-18.45,-0.55,11.6,0.35,-18.45,-0.55,211.26,0.02
128,多头出场,2025-11-07 14:30,VltClsSE,3353.07,1,3349.64,3.43,0.10,20.35,0.61,0,0.00,214.69,0.02
128,多头进场,2025-11-07 13:00,VltClsLE,3349.64,1,3349.64,3.43,0.10,20.35,0.61,0,0.00,214.69,0.02
129,空头出场,2025-11-07 15:00,VltClsLE,3355.25,1,3353.07,-2.18,-0.07,5.56,0.17,-3,-0.09,212.51,0.02
129,空头进场,2025-11-07 14:30,VltClsSE,3353.07,1,3353.07,-2.18,-0.07,5.56,0.17,-3,-0.09,212.51,0.02
130,多头出场,2025-11-07 15:15,VltClsSE,3347.47,1,3355.25,-7.78,-0.23,9,0.27,-7.78,-0.23,204.73,0.02
130,多头进场,2025-11-07 15:00,VltClsLE,3355.25,1,3355.25,-7.78,-0.23,9,0.27,-7.78,-0.23,204.73,0.02
131,空头出场,2025-11-07 15:45,VltClsLE,3357.26,1,3347.47,-9.79,-0.29,13.22,0.39,-9.79,-0.29,194.94,0.02
131,空头进场,2025-11-07 15:15,VltClsSE,3347.47,1,3347.47,-9.79,-0.29,13.22,0.39,-9.79,-0.29,194.94,0.02
132,多头出场,2025-11-07 16:15,VltClsSE,3347.45,1,3357.26,-9.81,-0.29,3.41,0.10,-9.81,-0.29,185.13,0.02
132,多头进场,2025-11-07 15:45,VltClsLE,3357.26,1,3357.26,-9.81,-0.29,3.41,0.10,-9.81,-0.29,185.13,0.02
133,空头出场,2025-11-07 19:45,VltClsLE,3255.25,1,3347.45,92.2,2.75,122.09,3.65,-3.25,-0.10,277.33,0.03
133,空头进场,2025-11-07 16:15,VltClsSE,3347.45,1,3347.45,92.2,2.75,122.09,3.65,-3.25,-0.10,277.33,0.03
134,多头出场,2025-11-07 20:15,VltClsSE,3228.06,1,3255.25,-27.19,-0.84,19.15,0.59,-27.19,-0.84,250.14,0.03
134,多头进场,2025-11-07 19:45,VltClsLE,3255.25,1,3255.25,-27.19,-0.84,19.15,0.59,-27.19,-0.84,250.14,0.03
135,空头出场,2025-11-07 22:30,VltClsLE,3245.2,1,3228.06,-17.14,-0.53,33.86,1.05,-21.7,-0.67,233,0.02
135,空头进场,2025-11-07 20:15,VltClsSE,3228.06,1,3228.06,-17.14,-0.53,33.86,1.05,-21.7,-0.67,233,0.02
136,多头出场,2025-11-08 02:45,VltClsSE,3411.41,1,3245.2,166.21,5.12,190.09,5.86,0,0.00,399.21,0.04
136,多头进场,2025-11-07 22:30,VltClsLE,3245.2,1,3245.2,166.21,5.12,190.09,5.86,0,0.00,399.21,0.04
137,空头出场,2025-11-08 03:30,VltClsLE,3444.46,1,3411.41,-33.05,-0.97,0.39,0.01,-33.05,-0.97,366.16,0.04
137,空头进场,2025-11-08 02:45,VltClsSE,3411.41,1,3411.41,-33.05,-0.97,0.39,0.01,-33.05,-0.97,366.16,0.04
138,多头出场,2025-11-08 05:00,VltClsSE,3451.76,1,3444.46,7.3,0.21,26.97,0.78,-14.23,-0.41,373.46,0.04
138,多头进场,2025-11-08 03:30,VltClsLE,3444.46,1,3444.46,7.3,0.21,26.97,0.78,-14.23,-0.41,373.46,0.04
139,空头出场,2025-11-08 06:15,VltClsLE,3459.5,1,3451.76,-7.74,-0.22,4.26,0.12,-21.24,-0.62,365.72,0.04
139,空头进场,2025-11-08 05:00,VltClsSE,3451.76,1,3451.76,-7.74,-0.22,4.26,0.12,-21.24,-0.62,365.72,0.04
140,多头出场,2025-11-08 06:30,VltClsSE,3449.84,1,3459.5,-9.66,-0.28,1.28,0.04,-9.66,-0.28,356.06,0.04
140,多头进场,2025-11-08 06:15,VltClsLE,3459.5,1,3459.5,-9.66,-0.28,1.28,0.04,-9.66,-0.28,356.06,0.04
141,空头出场,2025-11-08 07:30,VltClsLE,3445.92,1,3449.84,3.92,0.11,14.84,0.43,-6.19,-0.18,359.98,0.04
141,空头进场,2025-11-08 06:30,VltClsSE,3449.84,1,3449.84,3.92,0.11,14.84,0.43,-6.19,-0.18,359.98,0.04
142,多头出场,2025-11-08 08:00,VltClsSE,3427.85,1,3445.92,-18.07,-0.52,1.32,0.04,-18.07,-0.52,341.91,0.03
142,多头进场,2025-11-08 07:30,VltClsLE,3445.92,1,3445.92,-18.07,-0.52,1.32,0.04,-18.07,-0.52,341.91,0.03
143,空头出场,2025-11-08 08:45,VltClsLE,3444.78,1,3427.85,-16.93,-0.49,21.98,0.64,-16.93,-0.49,324.98,0.03
143,空头进场,2025-11-08 08:00,VltClsSE,3427.85,1,3427.85,-16.93,-0.49,21.98,0.64,-16.93,-0.49,324.98,0.03
144,多头出场,2025-11-08 10:45,VltClsSE,3443.48,1,3444.78,-1.3,-0.04,15.22,0.44,-22.65,-0.66,323.68,0.03
144,多头进场,2025-11-08 08:45,VltClsLE,3444.78,1,3444.78,-1.3,-0.04,15.22,0.44,-22.65,-0.66,323.68,0.03
145,空头出场,2025-11-08 11:00,VltClsLE,3452.46,1,3443.48,-8.98,-0.26,3.93,0.11,-8.98,-0.26,314.7,0.03
145,空头进场,2025-11-08 10:45,VltClsSE,3443.48,1,3443.48,-8.98,-0.26,3.93,0.11,-8.98,-0.26,314.7,0.03
146,多头出场,2025-11-08 12:45,VltClsSE,3457.8,1,3452.46,5.34,0.15,35.54,1.03,-8.03,-0.23,320.04,0.03
146,多头进场,2025-11-08 11:00,VltClsLE,3452.46,1,3452.46,5.34,0.15,35.54,1.03,-8.03,-0.23,320.04,0.03
147,空头出场,2025-11-08 14:15,VltClsLE,3435.4,1,3457.8,22.4,0.65,39.2,1.13,-9.19,-0.27,342.44,0.03
147,空头进场,2025-11-08 12:45,VltClsSE,3457.8,1,3457.8,22.4,0.65,39.2,1.13,-9.19,-0.27,342.44,0.03
148,多头出场,2025-11-08 15:15,VltClsSE,3428.71,1,3435.4,-6.69,-0.19,19.6,0.57,-6.69,-0.19,335.75,0.03
148,多头进场,2025-11-08 14:15,VltClsLE,3435.4,1,3435.4,-6.69,-0.19,19.6,0.57,-6.69,-0.19,335.75,0.03
149,空头出场,2025-11-08 16:30,VltClsLE,3463.71,1,3428.71,-35,-1.02,3.78,0.11,-35,-1.02,300.75,0.03
149,空头进场,2025-11-08 15:15,VltClsSE,3428.71,1,3428.71,-35,-1.02,3.78,0.11,-35,-1.02,300.75,0.03
150,多头出场,2025-11-08 17:45,VltClsSE,3448.99,1,3463.71,-14.72,-0.42,9.71,0.28,-15.06,-0.43,286.03,0.03
150,多头进场,2025-11-08 16:30,VltClsLE,3463.71,1,3463.71,-14.72,-0.42,9.71,0.28,-15.06,-0.43,286.03,0.03
151,空头出场,2025-11-08 18:15,VltClsLE,3445.36,1,3448.99,3.63,0.11,15.42,0.45,0,0.00,289.66,0.03
151,空头进场,2025-11-08 17:45,VltClsSE,3448.99,1,3448.99,3.63,0.11,15.42,0.45,0,0.00,289.66,0.03
152,多头出场,2025-11-08 19:30,VltClsSE,3444.11,1,3445.36,-1.25,-0.04,10.71,0.31,-1.88,-0.05,288.41,0.03
152,多头进场,2025-11-08 18:15,VltClsLE,3445.36,1,3445.36,-1.25,-0.04,10.71,0.31,-1.88,-0.05,288.41,0.03
153,空头出场,2025-11-08 20:15,VltClsLE,3413.62,1,3444.11,30.49,0.89,45.62,1.32,0,0.00,318.9,0.03
153,空头进场,2025-11-08 19:30,VltClsSE,3444.11,1,3444.11,30.49,0.89,45.62,1.32,0,0.00,318.9,0.03
154,多头出场,2025-11-08 21:00,VltClsSE,3398.76,1,3413.62,-14.86,-0.44,1.12,0.03,-14.86,-0.44,304.04,0.03
154,多头进场,2025-11-08 20:15,VltClsLE,3413.62,1,3413.62,-14.86,-0.44,1.12,0.03,-14.86,-0.44,304.04,0.03
155,空头出场,2025-11-08 21:30,VltClsLE,3410.96,1,3398.76,-12.2,-0.36,8.51,0.25,-12.2,-0.36,291.84,0.03
155,空头进场,2025-11-08 21:00,VltClsSE,3398.76,1,3398.76,-12.2,-0.36,8.51,0.25,-12.2,-0.36,291.84,0.03
156,多头出场,2025-11-08 21:45,VltClsSE,3396.88,1,3410.96,-14.08,-0.41,1.64,0.05,-14.08,-0.41,277.76,0.03
156,多头进场,2025-11-08 21:30,VltClsLE,3410.96,1,3410.96,-14.08,-0.41,1.64,0.05,-14.08,-0.41,277.76,0.03
157,空头出场,2025-11-08 22:30,VltClsLE,3399.01,1,3396.88,-2.13,-0.06,23.77,0.70,-4.37,-0.13,275.63,0.03
157,空头进场,2025-11-08 21:45,VltClsSE,3396.88,1,3396.88,-2.13,-0.06,23.77,0.70,-4.37,-0.13,275.63,0.03
158,多头出场,2025-11-08 23:15,VltClsSE,3384.03,1,3399.01,-14.98,-0.44,13.13,0.39,-14.98,-0.44,260.65,0.03
158,多头进场,2025-11-08 22:30,VltClsLE,3399.01,1,3399.01,-14.98,-0.44,13.13,0.39,-14.98,-0.44,260.65,0.03
159,空头出场,2025-11-09 01:15,VltClsLE,3379.78,1,3384.03,4.25,0.13,28.45,0.84,-4.41,-0.13,264.9,0.03
159,空头进场,2025-11-08 23:15,VltClsSE,3384.03,1,3384.03,4.25,0.13,28.45,0.84,-4.41,-0.13,264.9,0.03
160,多头出场,2025-11-09 02:15,VltClsSE,3388.68,1,3379.78,8.9,0.26,20.22,0.60,0,0.00,273.8,0.03
160,多头进场,2025-11-09 01:15,VltClsLE,3379.78,1,3379.78,8.9,0.26,20.22,0.60,0,0.00,273.8,0.03
161,空头出场,2025-11-09 02:45,VltClsLE,3402.73,1,3388.68,-14.05,-0.41,2.46,0.07,-14.05,-0.41,259.75,0.03
161,空头进场,2025-11-09 02:15,VltClsSE,3388.68,1,3388.68,-14.05,-0.41,2.46,0.07,-14.05,-0.41,259.75,0.03
162,多头出场,2025-11-09 03:15,VltClsSE,3393.52,1,3402.73,-9.21,-0.27,5.43,0.16,-9.21,-0.27,250.54,0.03
162,多头进场,2025-11-09 02:45,VltClsLE,3402.73,1,3402.73,-9.21,-0.27,5.43,0.16,-9.21,-0.27,250.54,0.03
163,空头出场,2025-11-09 03:30,VltClsLE,3384.67,1,3393.52,8.85,0.26,29.74,0.88,0,0.00,259.39,0.03
163,空头进场,2025-11-09 03:15,VltClsSE,3393.52,1,3393.52,8.85,0.26,29.74,0.88,0,0.00,259.39,0.03
164,多头出场,2025-11-09 06:00,VltClsSE,3400.49,1,3384.67,15.82,0.47,25.7,0.76,-3.58,-0.11,275.21,0.03
164,多头进场,2025-11-09 03:30,VltClsLE,3384.67,1,3384.67,15.82,0.47,25.7,0.76,-3.58,-0.11,275.21,0.03
165,空头出场,2025-11-09 06:15,VltClsLE,3405.05,1,3400.49,-4.56,-0.13,1.97,0.06,-4.56,-0.13,270.65,0.03
165,空头进场,2025-11-09 06:00,VltClsSE,3400.49,1,3400.49,-4.56,-0.13,1.97,0.06,-4.56,-0.13,270.65,0.03
166,多头出场,2025-11-09 07:45,VltClsSE,3401.16,1,3405.05,-3.89,-0.11,10.57,0.31,-14.41,-0.42,266.76,0.03
166,多头进场,2025-11-09 06:15,VltClsLE,3405.05,1,3405.05,-3.89,-0.11,10.57,0.31,-14.41,-0.42,266.76,0.03
167,空头出场,2025-11-09 08:30,VltClsLE,3384.73,1,3401.16,16.43,0.48,28.04,0.82,-1.45,-0.04,283.19,0.03
167,空头进场,2025-11-09 07:45,VltClsSE,3401.16,1,3401.16,16.43,0.48,28.04,0.82,-1.45,-0.04,283.19,0.03
168,多头出场,2025-11-09 08:45,VltClsSE,3382.86,1,3384.73,-1.87,-0.06,9.16,0.27,-1.87,-0.06,281.32,0.03
168,多头进场,2025-11-09 08:30,VltClsLE,3384.73,1,3384.73,-1.87,-0.06,9.16,0.27,-1.87,-0.06,281.32,0.03
169,空头出场,2025-11-09 09:00,VltClsLE,3394.67,1,3382.86,-11.81,-0.35,1.61,0.05,-11.81,-0.35,269.51,0.03
169,空头进场,2025-11-09 08:45,VltClsSE,3382.86,1,3382.86,-11.81,-0.35,1.61,0.05,-11.81,-0.35,269.51,0.03
170,多头出场,2025-11-09 10:00,VltClsSE,3391.76,1,3394.67,-2.91,-0.09,9.3,0.27,-14.81,-0.44,266.6,0.03
170,多头进场,2025-11-09 09:00,VltClsLE,3394.67,1,3394.67,-2.91,-0.09,9.3,0.27,-14.81,-0.44,266.6,0.03
171,空头出场,2025-11-09 12:15,VltClsLE,3388.75,1,3391.76,3.01,0.09,33.1,0.98,-7.78,-0.23,269.61,0.03
171,空头进场,2025-11-09 10:00,VltClsSE,3391.76,1,3391.76,3.01,0.09,33.1,0.98,-7.78,-0.23,269.61,0.03
172,多头出场,2025-11-09 12:30,VltClsSE,3375.89,1,3388.75,-12.86,-0.38,1.24,0.04,-12.86,-0.38,256.75,0.03
172,多头进场,2025-11-09 12:15,VltClsLE,3388.75,1,3388.75,-12.86,-0.38,1.24,0.04,-12.86,-0.38,256.75,0.03
173,空头出场,2025-11-09 13:00,VltClsLE,3382.36,1,3375.89,-6.47,-0.19,5.7,0.17,-6.47,-0.19,250.28,0.03
173,空头进场,2025-11-09 12:30,VltClsSE,3375.89,1,3375.89,-6.47,-0.19,5.7,0.17,-6.47,-0.19,250.28,0.03
174,多头出场,2025-11-09 13:30,VltClsSE,3396.79,1,3382.36,14.43,0.43,26.81,0.79,0,0.00,264.71,0.03
174,多头进场,2025-11-09 13:00,VltClsLE,3382.36,1,3382.36,14.43,0.43,26.81,0.79,0,0.00,264.71,0.03
175,空头出场,2025-11-09 14:30,VltClsLE,3416.86,1,3396.79,-20.07,-0.59,4.16,0.12,-20.07,-0.59,244.64,0.02
175,空头进场,2025-11-09 13:30,VltClsSE,3396.79,1,3396.79,-20.07,-0.59,4.16,0.12,-20.07,-0.59,244.64,0.02
176,多头出场,2025-11-09 14:45,VltClsSE,3406.82,1,3416.86,-10.04,-0.29,3.12,0.09,-10.04,-0.29,234.6,0.02
176,多头进场,2025-11-09 14:30,VltClsLE,3416.86,1,3416.86,-10.04,-0.29,3.12,0.09,-10.04,-0.29,234.6,0.02
177,空头出场,2025-11-09 15:00,VltClsLE,3412.75,1,3406.82,-5.93,-0.17,4.22,0.12,-5.93,-0.17,228.67,0.02
177,空头进场,2025-11-09 14:45,VltClsSE,3406.82,1,3406.82,-5.93,-0.17,4.22,0.12,-5.93,-0.17,228.67,0.02
178,多头出场,2025-11-09 16:15,VltClsSE,3414.66,1,3412.75,1.91,0.06,14.62,0.43,-3.99,-0.12,230.58,0.02
178,多头进场,2025-11-09 15:00,VltClsLE,3412.75,1,3412.75,1.91,0.06,14.62,0.43,-3.99,-0.12,230.58,0.02
179,空头出场,2025-11-09 17:00,VltClsLE,3428.86,1,3414.66,-14.2,-0.42,4.99,0.15,-14.2,-0.42,216.38,0.02
179,空头进场,2025-11-09 16:15,VltClsSE,3414.66,1,3414.66,-14.2,-0.42,4.99,0.15,-14.2,-0.42,216.38,0.02
180,多头出场,2025-11-09 17:30,VltClsSE,3416.32,1,3428.86,-12.54,-0.37,6.27,0.18,-12.54,-0.37,203.84,0.02
180,多头进场,2025-11-09 17:00,VltClsLE,3428.86,1,3428.86,-12.54,-0.37,6.27,0.18,-12.54,-0.37,203.84,0.02
181,空头出场,2025-11-09 19:00,VltClsLE,3410.87,1,3416.32,5.45,0.16,33.97,0.99,0,0.00,209.29,0.02
181,空头进场,2025-11-09 17:30,VltClsSE,3416.32,1,3416.32,5.45,0.16,33.97,0.99,0,0.00,209.29,0.02
182,多头出场,2025-11-09 22:30,VltClsSE,3532.64,1,3410.87,121.77,3.57,152.78,4.48,0,0.00,331.06,0.03
182,多头进场,2025-11-09 19:00,VltClsLE,3410.87,1,3410.87,121.77,3.57,152.78,4.48,0,0.00,331.06,0.03
183,空头出场,2025-11-10 00:15,VltClsLE,3518.85,1,3532.64,13.79,0.39,31.01,0.88,-4.89,-0.14,344.85,0.03
183,空头进场,2025-11-09 22:30,VltClsSE,3532.64,1,3532.64,13.79,0.39,31.01,0.88,-4.89,-0.14,344.85,0.03
184,多头出场,2025-11-10 01:15,VltClsSE,3513.57,1,3518.85,-5.28,-0.15,18.47,0.52,-7.76,-0.22,339.57,0.03
184,多头进场,2025-11-10 00:15,VltClsLE,3518.85,1,3518.85,-5.28,-0.15,18.47,0.52,-7.76,-0.22,339.57,0.03
185,空头出场,2025-11-10 02:30,VltClsLE,3523.74,1,3513.57,-10.17,-0.29,9.57,0.27,-10.17,-0.29,329.4,0.03
185,空头进场,2025-11-10 01:15,VltClsSE,3513.57,1,3513.57,-10.17,-0.29,9.57,0.27,-10.17,-0.29,329.4,0.03
186,多头出场,2025-11-10 04:00,VltClsSE,3567.41,1,3523.74,43.67,1.24,56.26,1.60,0,0.00,373.07,0.04
186,多头进场,2025-11-10 02:30,VltClsLE,3523.74,1,3523.74,43.67,1.24,56.26,1.60,0,0.00,373.07,0.04
187,空头出场,2025-11-10 04:15,VltClsLE,3580.17,1,3567.41,-12.76,-0.36,5.03,0.14,-30.35,-0.85,360.31,0.04
187,空头进场,2025-11-10 04:00,VltClsSE,3567.41,1,3567.41,-12.76,-0.36,5.03,0.14,-30.35,-0.85,360.31,0.04
188,多头出场,2025-11-10 05:30,VltClsSE,3579.98,1,3580.17,-0.19,-0.01,11.2,0.31,-6.57,-0.18,360.12,0.04
188,多头进场,2025-11-10 04:15,VltClsLE,3580.17,1,3580.17,-0.19,-0.01,11.2,0.31,-6.57,-0.18,360.12,0.04
189,空头出场,2025-11-10 05:45,VltClsLE,3595.54,1,3579.98,-15.56,-0.43,0.44,0.01,-15.56,-0.43,344.56,0.03
189,空头进场,2025-11-10 05:30,VltClsSE,3579.98,1,3579.98,-15.56,-0.43,0.44,0.01,-15.56,-0.43,344.56,0.03
190,多头出场,2025-11-10 06:00,VltClsSE,3570.32,1,3595.54,-25.22,-0.70,0.55,0.02,-25.22,-0.70,319.34,0.03
190,多头进场,2025-11-10 05:45,VltClsLE,3595.54,1,3595.54,-25.22,-0.70,0.55,0.02,-25.22,-0.70,319.34,0.03
191,空头出场,2025-11-10 06:45,VltClsLE,3583.71,1,3570.32,-13.39,-0.38,5.43,0.15,-13.39,-0.38,305.95,0.03
191,空头进场,2025-11-10 06:00,VltClsSE,3570.32,1,3570.32,-13.39,-0.38,5.43,0.15,-13.39,-0.38,305.95,0.03
192,多头出场,2025-11-10 08:00,VltClsSE,3566.03,1,3583.71,-17.68,-0.49,39.54,1.10,-17.73,-0.49,288.27,0.03
192,多头进场,2025-11-10 06:45,VltClsLE,3583.71,1,3583.71,-17.68,-0.49,39.54,1.10,-17.73,-0.49,288.27,0.03
